REACTANT_1,REACTANT_2,PRODUCT_1,CATALYST
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=C(S[H])C=CC=C1)C,C1(=C(SC(C=2C=CC=CC=2)NC(C3=CC=CC=C3)=O)C=CC=C1)C,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(=C(S[H])C=CC=C1)C,C(C=1C=CC(C(SC2=C(C=CC=C2)C)NC(C3=CC=CC=C3)=O)=CC=1)(F)(F)F,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(=C(S[H])C=CC=C1)C,C=1(C(NC(C2=CC=CC=C2)=O)SC=3C(=CC=CC=3)C)C=CC(=CC=1)OC,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(=C(S[H])C=CC=C1)C,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=C(C=CC=C4)C)=CC=C1)C=CC=C2,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C=1(S[H])C=CC=CC=1,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC3=CC=CC=C3)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(S[H])CCCCC1,C=1(C(C(SC2CCCCC2)NC(C3=CC=CC=C3)=O)=CC=C(C=1)Cl)Cl,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C(S[H])C,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SCC)=O,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=CC=C(C=C1)S[H])OC,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C=CC(OC)=CC=3)=O,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=C(S[H])C=CC=C1)C,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C(=CC=CC=3)C)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=C(S[H])C=CC=C1)C,C1(=C(SC(C=2C=CC=CC=2)NC(C3=CC=CC=C3)=O)C=CC=C1)C,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(=C(S[H])C=CC=C1)C,C(C=1C=CC(C(SC2=C(C=CC=C2)C)NC(C3=CC=CC=C3)=O)=CC=1)(F)(F)F,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(=C(S[H])C=CC=C1)C,C=1(C(NC(C2=CC=CC=C2)=O)SC=3C(=CC=CC=3)C)C=CC(=CC=1)OC,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(=C(S[H])C=CC=C1)C,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=C(C=CC=C4)C)=CC=C1)C=CC=C2,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C=1(S[H])C=CC=CC=1,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC3=CC=CC=C3)=O)=CC=CC=C1,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(S[H])CCCCC1,C=1(C(C(SC2CCCCC2)NC(C3=CC=CC=C3)=O)=CC=C(C=1)Cl)Cl,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C(S[H])C,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SCC)=O,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=CC=C(C=C1)S[H])OC,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C=CC(OC)=CC=3)=O,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=C(S[H])C=CC=C1)C,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C(=CC=CC=3)C)=O)=CC=CC=C1,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=C(S[H])C=CC=C1)C,C1(=C(SC(C=2C=CC=CC=2)NC(C3=CC=CC=C3)=O)C=CC=C1)C,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(=C(S[H])C=CC=C1)C,C(C=1C=CC(C(SC2=C(C=CC=C2)C)NC(C3=CC=CC=C3)=O)=CC=1)(F)(F)F,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(=C(S[H])C=CC=C1)C,C=1(C(NC(C2=CC=CC=C2)=O)SC=3C(=CC=CC=3)C)C=CC(=CC=1)OC,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(=C(S[H])C=CC=C1)C,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=C(C=CC=C4)C)=CC=C1)C=CC=C2,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C=1(S[H])C=CC=CC=1,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC3=CC=CC=C3)=O)=CC=CC=C1,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(S[H])CCCCC1,C=1(C(C(SC2CCCCC2)NC(C3=CC=CC=C3)=O)=CC=C(C=1)Cl)Cl,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C(S[H])C,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SCC)=O,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=CC=C(C=C1)S[H])OC,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C=CC(OC)=CC=3)=O,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=C(S[H])C=CC=C1)C,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C(=CC=CC=3)C)=O)=CC=CC=C1,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=C(S[H])C=CC=C1)C,C1(=C(SC(C=2C=CC=CC=2)NC(C3=CC=CC=C3)=O)C=CC=C1)C,Cc1cc(C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C)cc(C)cc4C)cc4ccccc4c2-3)c(C)c1
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(=C(S[H])C=CC=C1)C,C(C=1C=CC(C(SC2=C(C=CC=C2)C)NC(C3=CC=CC=C3)=O)=CC=1)(F)(F)F,Cc1cc(C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C)cc(C)cc4C)cc4ccccc4c2-3)c(C)c1
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(=C(S[H])C=CC=C1)C,C=1(C(NC(C2=CC=CC=C2)=O)SC=3C(=CC=CC=3)C)C=CC(=CC=1)OC,Cc1cc(C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C)cc(C)cc4C)cc4ccccc4c2-3)c(C)c1
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(=C(S[H])C=CC=C1)C,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=C(C=CC=C4)C)=CC=C1)C=CC=C2,Cc1cc(C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C)cc(C)cc4C)cc4ccccc4c2-3)c(C)c1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C=1(S[H])C=CC=CC=1,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC3=CC=CC=C3)=O)=CC=CC=C1,Cc1cc(C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C)cc(C)cc4C)cc4ccccc4c2-3)c(C)c1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(S[H])CCCCC1,C=1(C(C(SC2CCCCC2)NC(C3=CC=CC=C3)=O)=CC=C(C=1)Cl)Cl,Cc1cc(C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C)cc(C)cc4C)cc4ccccc4c2-3)c(C)c1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C(S[H])C,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SCC)=O,Cc1cc(C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C)cc(C)cc4C)cc4ccccc4c2-3)c(C)c1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=CC=C(C=C1)S[H])OC,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C=CC(OC)=CC=3)=O,Cc1cc(C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C)cc(C)cc4C)cc4ccccc4c2-3)c(C)c1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=C(S[H])C=CC=C1)C,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C(=CC=CC=3)C)=O)=CC=CC=C1,Cc1cc(C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C)cc(C)cc4C)cc4ccccc4c2-3)c(C)c1
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=C(S[H])C=CC=C1)C,C1(=C(SC(C=2C=CC=CC=2)NC(C3=CC=CC=C3)=O)C=CC=C1)C,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(=C(S[H])C=CC=C1)C,C(C=1C=CC(C(SC2=C(C=CC=C2)C)NC(C3=CC=CC=C3)=O)=CC=1)(F)(F)F,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(=C(S[H])C=CC=C1)C,C=1(C(NC(C2=CC=CC=C2)=O)SC=3C(=CC=CC=3)C)C=CC(=CC=1)OC,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(=C(S[H])C=CC=C1)C,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=C(C=CC=C4)C)=CC=C1)C=CC=C2,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C=1(S[H])C=CC=CC=1,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC3=CC=CC=C3)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(S[H])CCCCC1,C=1(C(C(SC2CCCCC2)NC(C3=CC=CC=C3)=O)=CC=C(C=1)Cl)Cl,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C(S[H])C,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SCC)=O,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=CC=C(C=C1)S[H])OC,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C=CC(OC)=CC=3)=O,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=C(S[H])C=CC=C1)C,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C(=CC=CC=3)C)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=C(S[H])C=CC=C1)C,C1(=C(SC(C=2C=CC=CC=2)NC(C3=CC=CC=C3)=O)C=CC=C1)C,O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(=C(S[H])C=CC=C1)C,C(C=1C=CC(C(SC2=C(C=CC=C2)C)NC(C3=CC=CC=C3)=O)=CC=1)(F)(F)F,O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(=C(S[H])C=CC=C1)C,C=1(C(NC(C2=CC=CC=C2)=O)SC=3C(=CC=CC=3)C)C=CC(=CC=1)OC,O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(=C(S[H])C=CC=C1)C,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=C(C=CC=C4)C)=CC=C1)C=CC=C2,O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C=1(S[H])C=CC=CC=1,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC3=CC=CC=C3)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(S[H])CCCCC1,C=1(C(C(SC2CCCCC2)NC(C3=CC=CC=C3)=O)=CC=C(C=1)Cl)Cl,O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C(S[H])C,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SCC)=O,O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=CC=C(C=C1)S[H])OC,C(C1=CC=CC=C1)(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C=CC(OC)=CC=3)=O,O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1
C(C1=CC=CC=C1)(N=CC=2C(=CC(=CC=2)Cl)Cl)=O,C1(=C(S[H])C=CC=C1)C,C1(C(NC(C=2C(=CC(=CC=2)Cl)Cl)SC=3C(=CC=CC=3)C)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc3c2-c2c(c(-c3ccc4ccc5cccc6ccc3c4c56)cc3ccccc23)O1
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=C(S[H])C=CC=C1)C,C1(=C(SC(C=2C=CC=CC=2)NC(C3=CC=CC=C3)=O)C=CC=C1)C,O=P1(O)Oc2c(-c3ccccc3OC(F)(F)F)cc3ccccc3c2-c2c(c(-c3ccccc3OC(F)(F)F)cc3ccccc23)O1
